matrix,split,rows,cols,nnz,reference_status,reference_backend,reference_total_s,density_1024_entropy_norm,density_1024_std,density_1024_gini,density_1024_sum,density_1024_backend,density_1024_build_s,density_1024_compute_s,density_1024_total_s,method,normalization,resolution,density_ratio,curve_index,status,compress_backend,compress_s,fft_s,interp_s,total_s,log_mae_interp,entropy_error_interp,radial_error_interp,entropy_error_direct,radial_error_direct,sample_fraction,sample_axis_rows,sample_axis_cols,sample_count,backend,sample_s,compute_s,note
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,mass,346,0.03125,8,ok,gpu,0.002258467022329569,0.000284841051325202,0.23489745403639972,0.2375937181059271,1.6020551919937134,0.014835357666015625,0.0027175153722021656,0.0075626373291015625,0.002642299897385072,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,unit,346,0.03125,8,ok,gpu,0.002258467022329569,0.00024557486176490784,0.2349020631518215,0.23752254992723465,4.344048023223877,0.9111442565917969,0.01555504547377626,1.0783939361572266,0.01514663321850164,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,none,260,0.0234375,9,ok,gpu,0.002469695871695876,0.01788855600170791,0.23381494102068245,0.2542465047445148,4.077738285064697,0.29041290283203125,0.009357015203819423,0.35501861572265625,0.009329351038572922,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,mass,260,0.0234375,9,ok,gpu,0.002469695871695876,0.00023937411606311798,0.2347867910284549,0.2376288566738367,1.7570472955703735,0.016384124755859375,0.0026637468479126037,0.009013175964355469,0.00274853798429552,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,unit,260,0.0234375,9,ok,gpu,0.002469695871695876,0.00023722811602056026,0.23488442902453244,0.2377059159334749,4.3426713943481445,0.9145603179931641,0.015163915543998466,1.0858268737792969,0.015080562845284064,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,none,173,0.015625,10,ok,gpu,0.0024594669230282307,0.06015211506746709,0.2342864831443876,0.29697321983985603,4.18717098236084,0.40122222900390625,0.01590675344078611,0.4896583557128906,0.015828164420979465,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,mass,173,0.015625,10,ok,gpu,0.0024594669230282307,0.0002374490723013878,0.23480971599929035,0.23763974802568555,1.8891401290893555,0.01604461669921875,0.0032674414196489504,0.012187957763671875,0.003345106740514378,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,unit,173,0.015625,10,ok,gpu,0.0024594669230282307,0.00023858086206018925,0.23530567297711968,0.23811895493417978,4.341030597686768,0.9757442474365234,0.022593606677852793,1.180419921875,0.022379261510939035,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,none,130,0.01171875,11,ok,gpu,0.0022806909400969744,0.01813302910886705,0.23485040292143822,0.2553400609176606,4.230430603027344,0.4850196838378906,0.02003874752484969,0.6011590957641602,0.020738020241062045,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,mass,130,0.01171875,11,ok,gpu,0.0022806909400969744,0.0002396940253674984,0.2346998918801546,0.23735872493125498,2.0358433723449707,0.01653289794921875,0.0035483392392629378,0.008666038513183594,0.0038585429011207383,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,unit,130,0.01171875,11,ok,gpu,0.0022806909400969744,0.0002380399964749813,0.2347053331322968,0.23733854503370821,4.339101314544678,0.9735164642333984,0.0258351732771047,1.197798728942871,0.026540420032620374,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,none,87,0.0078125,12,ok,gpu,0.002441250951960683,0.014534019166603684,0.23378988285548985,0.2508382727392018,4.276085376739502,0.6296787261962891,0.017527958197089202,0.7926845550537109,0.017765354811089477,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,mass,87,0.0078125,12,ok,gpu,0.002441250951960683,0.00023937388323247433,0.23468759888783097,0.23750039795413613,2.2287771701812744,0.01786041259765625,0.0023726870953483525,0.014865875244140625,0.0039335788110261925,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,density_fft,unit,87,0.0078125,12,ok,gpu,0.002441250951960683,0.00024117599241435528,0.2346644438803196,0.2374619240872562,4.336221218109131,1.0061454772949219,0.021255370963895133,1.259115219116211,0.02149634883706121,,,,,,,,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,2,,0,ok,,,,0.30883195507340133,40.27610887703486,4.369459629058838,0.02652740478515625,0.002219137558846474,3.5762786865234375e-07,0.0,0.00015625,2.0,2.0,4.0,gpu_pruned,0.000331641873344779,39.96694528008811,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,3,,1,ok,,,,0.2703726519830525,40.18142881570384,3.6023402214050293,0.019510269165039062,0.004101618678625018,7.3909759521484375e-06,1.988360457420499e-06,0.0003125,3.0,3.0,9.0,gpu_pruned,0.0001638068351894617,39.9108923568856,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,6,,2,ok,,,,0.26233956101350486,40.18838368006982,1.2861599922180176,0.012126922607421875,0.008720537994032471,0.013324975967407227,0.0017751235866570528,0.000625,6.0,6.0,36.0,gpu_pruned,0.00025226804427802563,39.925791851012036,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,13,,3,ok,,,,0.28642900893464684,40.43189744115807,1.2395224571228027,0.010133743286132812,0.004498637071742299,0.0025010108947753906,0.0019206232938177188,0.00125,13.0,13.0,169.0,gpu_pruned,0.0004623541608452797,40.14500607806258,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,27,,4,ok,,,,0.2899217321537435,40.54308843216859,0.9755300283432007,0.0029506683349609375,0.0025317567572936653,0.012381553649902344,0.0012348533279409877,0.0025,27.0,27.0,729.0,gpu_pruned,0.0014806739054620266,40.25168602610938,
