split,method,normalization,resolution,curve_index,density_ratio,sample_fraction,sample_axis_rows,sample_axis_cols,sample_count,log_mae_interp_count,log_mae_interp_mean,log_mae_interp_median,log_mae_interp_std,entropy_error_interp_count,entropy_error_interp_mean,entropy_error_interp_median,entropy_error_interp_std,entropy_error_direct_count,entropy_error_direct_mean,entropy_error_direct_median,entropy_error_direct_std,radial_error_interp_count,radial_error_interp_mean,radial_error_interp_median,radial_error_interp_std,radial_error_direct_count,radial_error_direct_mean,radial_error_direct_median,radial_error_direct_std,compress_s_mean,compress_s_median,fft_s_mean,fft_s_median,interp_s_mean,interp_s_median,compute_s_mean,compute_s_median,total_s_mean,total_s_median,density_1024_entropy_norm_mean,density_1024_entropy_norm_median,density_1024_std_mean,density_1024_std_median,density_1024_gini_mean,density_1024_gini_median
full_eval,density_fft,mass,2771,2,0.25,,,,,1,1.0922602415084839,1.0922602415084839,,1,0.012880325317382812,0.012880325317382812,,1,0.004244804382324219,0.004244804382324219,,1,0.0029025846444139256,0.0029025846444139256,,1,0.0029247321912485025,0.0029247321912485025,,0.002571532968431711,0.002571532968431711,0.0012168430257588625,0.0012168430257588625,0.2604216889012605,0.2604216889012605,,,0.2643603349570185,0.2643603349570185,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,mass,4156,1,0.375,,,,,1,1.091966986656189,1.091966986656189,,1,0.01406097412109375,0.01406097412109375,,1,0.005096435546875,0.005096435546875,,1,0.002181102034356406,0.002181102034356406,,1,0.0021795789508404473,0.0021795789508404473,,0.005334867862984538,0.005334867862984538,0.007011299952864647,0.007011299952864647,0.29408250912092626,0.29408250912092626,,,0.3066163999028504,0.3066163999028504,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,mass,5542,0,0.5,,,,,1,0.9226430654525757,0.9226430654525757,,1,0.010107040405273438,0.010107040405273438,,1,0.006641387939453125,0.006641387939453125,,1,0.001556415572758367,0.001556415572758367,,1,0.0015541466313448871,0.0015541466313448871,,0.0013350320514291525,0.0013350320514291525,0.014423985965549946,0.014423985965549946,0.3411554179619998,0.3411554179619998,,,0.3608659680467099,0.3608659680467099,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,87,12,0.0078125,,,,,1,4.276085376739502,4.276085376739502,,1,0.6296787261962891,0.6296787261962891,,1,0.7926845550537109,0.7926845550537109,,1,0.017527958197089202,0.017527958197089202,,1,0.017765354811089477,0.017765354811089477,,0.002441250951960683,0.002441250951960683,0.014534019166603684,0.014534019166603684,0.23378988285548985,0.23378988285548985,,,0.2508382727392018,0.2508382727392018,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,130,11,0.01171875,,,,,1,4.230430603027344,4.230430603027344,,1,0.4850196838378906,0.4850196838378906,,1,0.6011590957641602,0.6011590957641602,,1,0.02003874752484969,0.02003874752484969,,1,0.020738020241062045,0.020738020241062045,,0.0022806909400969744,0.0022806909400969744,0.01813302910886705,0.01813302910886705,0.23485040292143822,0.23485040292143822,,,0.2553400609176606,0.2553400609176606,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,173,10,0.015625,,,,,1,4.18717098236084,4.18717098236084,,1,0.40122222900390625,0.40122222900390625,,1,0.4896583557128906,0.4896583557128906,,1,0.01590675344078611,0.01590675344078611,,1,0.015828164420979465,0.015828164420979465,,0.0024594669230282307,0.0024594669230282307,0.06015211506746709,0.06015211506746709,0.2342864831443876,0.2342864831443876,,,0.29697321983985603,0.29697321983985603,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,260,9,0.0234375,,,,,1,4.077738285064697,4.077738285064697,,1,0.29041290283203125,0.29041290283203125,,1,0.35501861572265625,0.35501861572265625,,1,0.009357015203819423,0.009357015203819423,,1,0.009329351038572922,0.009329351038572922,,0.002469695871695876,0.002469695871695876,0.01788855600170791,0.01788855600170791,0.23381494102068245,0.23381494102068245,,,0.2542465047445148,0.2542465047445148,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,346,8,0.03125,,,,,1,3.9911000728607178,3.9911000728607178,,1,0.2557334899902344,0.2557334899902344,,1,0.3126363754272461,0.3126363754272461,,1,0.0088598009438689,0.0088598009438689,,1,0.00850886691955421,0.00850886691955421,,0.002258467022329569,0.002258467022329569,0.058724112808704376,0.058724112808704376,0.2348289720248431,0.2348289720248431,,,0.29588918294757605,0.29588918294757605,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,520,7,0.046875,,,,,1,3.7855777740478516,3.7855777740478516,,1,0.19955062866210938,0.19955062866210938,,1,0.2446460723876953,0.2446460723876953,,1,0.010703350212877194,0.010703350212877194,,1,0.010565469399790195,0.010565469399790195,,0.0024762891698628664,0.0024762891698628664,0.018165030982345343,0.018165030982345343,0.2356269450392574,0.2356269450392574,,,0.2563419481739402,0.2563419481739402,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
full_eval,density_fft,none,693,6,0.0625,,,,,1,3.5972115993499756,3.5972115993499756,,1,0.14509963989257812,0.14509963989257812,,1,0.18554210662841797,0.18554210662841797,,1,0.009074191768774272,0.009074191768774272,,1,0.008938225828807649,0.008938225828807649,,0.002332191215828061,0.002332191215828061,0.019798601046204567,0.019798601046204567,0.23622846906073391,0.23622846906073391,,,0.25843261228874326,0.25843261228874326,0.6434715896391289,0.6434715896391289,0.012499402997865512,0.012499402997865512,0.9944377171647949,0.9944377171647949
